comment,label
Nak tolong kt bawah tak leh dah sangkut nk turun pun x dpt ??,m
membantu selagi boleh????,m
mnguloooo je,m
"lebih baik ko angkat tangan berdoa, dari main2 mata??",m
Klau main mata pun takdak sapa nk nmpk kot celah tingkap ni ??,m
Alam gahib ..eee tacod....????????,m
tolak mggunakn mata??,m
Hujan lebat sangat kat tiram hari ni,m
Allahubark,m
moga Allah lindungi smu,m
apa tindakan JKR .dgn menteri ..kita tggu dan lihat dulu.,m
ya Allah berilah kekuatan kepada mangsa berkenaan??,m
semoga Allah lindungi semua yg terlibat.,m
moga dilermudahkan segala urusan aamiin??,m
mmg lebat sgt..sgt2 lebat td...,m
sana sini hujan lebat berserta kilat petir ni Madam,m
kan sebelum ini xpernah banjir seteruk ini????,m
Aminnn.. trma kasih byk2 sis,m
sma2..sy pn org baling jgk,m
banjir jgk kaa umah sis,m
tahun 2022 mmg tahun berduka...banjir besar kat kebanyakan tempat...Allahuakhbar semoga tabah utk awak...,m
"Semoga tabah sis sefamily…Dan Al-Fatihah untuk abah sis,Aamiin",c
semoga terus kuat sabor ujian Allah SWT xkira siapa sahaja akan merasakan cara nya berlainan,m
Kerosakan puak² BN PH ...yg disokong rakyat sendiri.,m
ade hikmah disebalik ujian...allah maha mngetahui..sabar ye..doa bnyk²????,m
Moga kuat dan tabah serta di permudahkan segala urusan buat mangsa² banjir...,m
tuhan nk uji hambanya...,m
semoga rmh kak sepupu dok kena musibah banjir..dia duk area kt kg sadek nie jgak..,m
kebanyakkan smua kena cik ??,m
boleh pm kite x...mcm mane nak tolong ape yg patut n bantu ape yg patut ??,m
Di mana tu abang,m
subahanallah tabarakallah ?? semoga dipermudahkan segala urusan yg terlibat amin,m
Dekat mane tu abe?,m
sg udang melaka,m
"Aamiin yarrobbal'allamiin
melaka daerah mana..smlm hujan non stop",c
munink abey??????,c
ini LA hukuman dunia sabar LA hamba Allah semoga Di permudahkan urusan,m
ALLAHUAKBAR KT MANA NI ABE,m
"aduhai..dugaan.. bumi semakin tua..
wahai manusia..
janganlah lagi berbuat dosa... tinggalkan yg haram. bertanggungjwblah kpd yg wajib",m
semoga banjir segera surut??,m
takut nye tgk air deras gitu . semoga dipermudahkan urusan dia org di sana ????,m
Mudah mudahan hendaknya…,m
menakutkan bnyk dah tanda2 mg kita beringat,m
"Masha Allah
CL ?",m
aamiinn??...semoga semua nya sgera pulih...mcm2 dh berlaku ..,m
bsr dugaan ujian..tmpt sy pun byk dah kena bnjir .. Ada yg kena krntin lg sdih. xdak spa brni nk tlg...??,m
"Yelah tepi lautkan… Hmmm, itulah dgn Covid lagi jadi yg nk menolong pun takut jugak. Tp kt Yan ni byk bantuan…",m
Tula truk sna kan..ksiaanya tgk.. somi klu x psl covid dia trun operasi.tpi skrg dia pun ssh nk bgerak..dgn kes tgi lgi.. ujian apa lg Allahu??,m
smg dilindungi..YaAllah angktlah musibah ni..,m
Aamiin ?? hujan lebat ??10,m
Itulah; dah lama tk jadi mcm nie…,m
Mudahan dipermudahkn urusan mereka membersih kawasan mereka.,m
aamiin.. kesian ??,m
yaallah jgan la kau jdikan bnjr ni sprti zamam nabi nuh yallah..ampunkan kami yallah..,m
Kj kj menteri menteri,m
SEMOGA??ALLAH TARIK BALIK AIR BANJIR NI SECEPAT YE AMIN??YAALLAH PERMUDAHKAN LAH URUSAN HAMBA2MU YG TERLIBAT BANJIR AMIN??????,m
klo masjid dibuka lagi seperti dulu insyaallah permohonan kita dikabulkan,m
KJ sadong ubat vaksen tulah nya,m
Mentri x fikir pnya... Fkir vaksin sm undi sj. Hallo d ngra lain dah x sebok covid lgilh... Knp d mlaysia msih mcm nie...,m
balik semula bnjir??,m
brdoa byk2 pd Allah agar di permudahkan urusan kita semua ...,m
sudah2 la kempen ke PRU ke ..x berfaedah lnsung x kira parti mn ... buat tindakan UTK rakyat MCM ni LG bagus,m
"Cer kita ubah..naik kenderaan awam lps nie..
Byk kelihatan kereta bawa seorg sebiji.",m
"Larangan sembahyang berjemaah di masjid tanpa dos penggalak ini lah akibatnya
KJ jawablah ??????????",m
Tapi saya salut sama orang MALAYSIA tak bully kerajaan nya. tak mcm orang Indonesia klau ada musibah presiden langsung di bully ke salahkan,m
demi allah aku ckp...klo lah kerjaan islam dlm negara ini agong2kan rmh allah bencana mcmni allah xkan bagi berlaku dlm negara..tapi kerjaan JAHIL????,m
bala beso semenjak vaksin masuk kemalaysia,m
kalau kerajaan takada otak lg. tak tau lah nak ckp,m
ni semua salah Kj...punca Allah murkah..bodohnye kj,m
Sebelum nie tak pernah berlaku. Kj dan PM bertanggungjawab untuk semua perkara nie????,m
kementerian wpkl dan dbkl GAGAL,m
mesjid suruh tutup..sholat di atur2..saat nya alam yg berbicara..bola kaki boleh..party boleh..,m
ingin rasa nya nk luah kan rasa terbuku di hati.geram marah semua ada setiap musibah bersebab. solat jumaat d larang.tmpa vksin.mksiat on.kj mana ko??,m
Seriously skrg ni ke,c
ya sekarang,m
musibah Allah Dah bagi Pengajaran kepada Semua Ingat jagan Sibuk sangat nk melepak Shopping komplex lebih baik kita Semua Sebuk pergi ke Masjid,m
tu laaa xmo bg rakyat kwsp sgt..trkesan x dgn banjir ni nnt..rakyat² smua,m
Why no one Question our Billions dollars SMART TUNNEL not functioning. Is the officers in charge sleeping or no one on duty. ??????,e
Cukup² lah pembangunan di KL tu…,m
klu kwsp blm lulus juga sedang masaalah rakyat seakan teda pengakhiran.. speechless,c
sya amik ank skolah nyaris nk tengelam slmt hrini suami yg drive rini.depan mata arus deras sngt.slmt kreta dpn kiraorg x hnyut.sbb dia redah jgk.,m
"astagfirullah hal'azim astagfirullah hal'azim.
Ya Allah lindungi lah kami dari Azabmu,ujian Mu.angkatlah segala kesusahan dari diri kami...",m
HAARP..(High Frequency Active Auroral Research Program),e
mujur saya balik kuala lumpor hari tu cuaca panas kalau balik time gini memang takkan lepas la saya sebab jalan ni memang saya akan lalu ??????,c
moga dipermudah urusan amin,m
rumah sedara saya di situ????,m
Allahuakbar.... Patutlah smlm mak asuh tel ckp Lambat sbb banjir kat sni...,m
"ALLAH HU AKHBAR
sya lalu ikut tu msa hntr ank ke maktab tentera ...pemudhkn urusan kmi semua ya ALLAH",m
viral bang.fyp lagi ni.paduuu....dgn nama Allah..semoga di pemudakan segala urusan.amin,m
"Sekarang musim hujan, banjir everywhere, jgn lupa beli special peril utk insurance kereta, murah je dan sgt berbaloi",c
jam berapa ni? nasib saya gerak gi PD jam 6lebih tadi dari kl alhamdullillah jalan lancar??????..,m
Paip pecah la,m
Ya Allah...moga semua dipeemudahkan dengan ujian Allah,m
"Di bandar pun blh banjir..
Sistem perparitan tu problem..",c
kwsn sini mmg selalu tenggelam ??,m
yang baru ke nih,m
srmbn spi ke simpang Ampat semoga dipermudahkan segala urusan ya aminn untuk semua,m
Allah tunjuk kuasa dia sebagai peringatan pd pemimpin zalim yg nak menyusahkan hamba²nya.. ??,m
banjir ni salah dap jg ke,m
Teruknye Besraya Naik air,m
area rumah saya pun Kena kat belakang Tu ni kat kepayang,m
Kedah Perak stemby,c
Tang mana ni dik,m
Klu x silap bercham,m
bukan bang ni kepayang bang tempat saya HAHAHAHA restoran ni Nama dia hamidia,m
kerajaan ipoh GAGAL..,m
taman Sri klebang kena tak,m
"dpn umah sya tu jalan raya, memang bajir teruk, dkt ngan kubur Christian tambun yg ada shell tu",m
"klebang putra kena tak?
rumah kat sana bagi org sewa...risau jugak",m
sape bole update dkt ipoh skrg masih musim hujan?,c
"johor panas Adehhh. dah 2minggu x hujan . rumput dah kering dahhh.
ermmmm. doa2 minta hujan turun. katak pun selalu nyanyii minta hujan turu",m
area mne nie bro,c
trauma bab banjir kt Shah alam????????,m
lama BTL xlepak mamak,m
kami org shah alam dh fobia tgk banjir air naik tggi ni ??????....hujan lebat je terus tgk air sungai naik ke tak ??????,m
semua negeri rasa tahun ni..????,m
kereta laju je,m
Ipoh pun banjir??,m
Allahhu Akbar...kuasa ALLAH..ujian..musibah utk kita semua,m
ya allah kesian nye????,m
ipoh plk huhu,m
ni kat fair park kan,c
apa yg panas tu???????,m
Pagi ni banjir dh surut ke?,m
projek HA'ARP...??,m
Sri Muda lagi teruk????,m
"bgs, swiming",c
"giler la , flat hb pun tenggelam kalo ikutkan...??????",m
T3LHVE2H9T USE THIS CODE FOR REDDEM BIGPAY RM20,e
"kalau nak buat joke pasal banjir ni jangan over sangat , kesian dekat orang susah yang bertambah susah ??",m
siapa buat jokess?,c
banyak je video yg lalu fyp,m
semoga org selangor dipermudahkan ya allah??,m
ni betul harini aku pergi rumah kawan mak saya tapi banjir??,m
hati² je takut ade buaye :(,m
alhamdullilah selangor dh ada air... semoga allah sentiasa melindungi mereka,m
yg tgh kat kawasan banjir tu hati hati u ??,m
nasib rumah saya flat tapi tk pasti dh kena tutup ke belum :),m
hari hari hujan sebab tak tau lah nak cakap lagi malam sampai pagi??,m
"Kajang biasa tu,bukan ari tu ada besar kan longkang besar tu.. banjir gak.... semoga Allah permudahkan segala urusan... Aamiin ??????",m
"klu kajang, slalu kat pasar, metro plaza, sg chua..????",m
allahu akbar kajang banjir,m
semua ada hikmahnya allah beri ada sebb,m
ya Allah sedih betul ...ya Allah selamat kn meraka ya Allah...,m
"Allah huakbar ,,,,kajang itu tem aku mula2datang ke malaya ,dulu 1985 sekarang dah maju ,,,semoga hujan tidak turun lagi????",m
kerap berlaku..sungai tu kena besarkan lagi..pendudk padat skrg..,m
mpkj dah pernah besarkan.. ??,m
milik Allah ??,m
Allahuakbar.. kesian nya.. semoga dipermudahkan segala urusan,m
semoga tabah ujian allah,m
Allahuakbar.dugaan bulan mulia..??,m
semoga baday cepat berlalu amiinyarobalalamiin,m
Allahhu. Ujian dugaan di bulan Ramadhan,m
semoga ada pihak yg mnghulurkan sumbangan...inshaAllah..??,m
insa Allah. semua kan. baik baik. .semoga. saudara q diberikan. kesabaran. dan. ikhlas. jg kesihatan. aamiin,m
ye kt atas s jeluk ni kan jalan ke klinik,m
yen hululangat kena juga?????????? sungaiserai,m
kat umah aq tu,m
semonga cepat surut air nya bantu doa,m
ya allah..sejak kerajaan pn pbbm mcm2 belaku..dulu tak ade teruk mcm skr..faham2 je lh kerajaan pecah belah org melayu,m
"Dia ckp wassalamu, aku selalu sebut gitu kalau ada benda rosak atau musnah, sama kita",m
kalini air mellow plk,m
Sado brader tu,m
"selamat tinggal, trima kasih atas pinjaman",m
semalam air naik sikit je kat kuala lumpur tapi...air tu makin besar sebaik semua orang selamat,m
KEDAI MAMAK BISNES DROP SEBAB AIR MILO BOLEH DAPAT FREE SEKARANG,c
gagah dok main tepi tebing tu...klu ye pn nk enterframe...beringat le same...adoy,m
"Ya-Allah kasihanya,,, ujian Allah Ta'ala Ridha jer lah??",m
So it will flood more?,e
TAHNIAH ILLAHI..,m
?????? Semuga tiada kemalangan dan kehilangan jiwa..,m
allahh..dalam kandang tu ada kambing ke? dgar dia mengembek tu??,m
allahualbar sedih nya sabar lh,m
bang johor selalu hujan,m
not the was salam muu for me ??,e
selamat tinggal pondok??,m
dut nya....??????,m
Kesian ayam2,m
dah akhir zaman petanda semakin besar,m
Sigemuk tu nk tunjuk hero hnyut diair deras baru da akai.. Baik jgn bertepi disitu,m
saya tinggal di sini??,m
derasnyaairbahaya,m
aib member x jaga mat,m
Saya ingat banjir air milo sebab lori milo bocor,m
takecare ??,e
banjir kilat. happens when govt don't improve shit on how to handle flash flood,e
Ooh ya that happend to me,e
baru ingat nak pergi KL nasib baik x pergi ??,m
trauma lah dengan banjir ??,m
rawang katne banjir???saya dok rawang…xde banjir pun kat sini…elok jew semuanya,m
sama la.. alhamdulillah elok je.. sy pn rawang,m
Rawang ktne ni. Memng lebt sngt hujan ptg smlm,m
pls Stay Safe..,e
srmuga di permudahkan,m
Hujan lebat ptg td,m
Johor panas terik??,m
johor Panas lit lit..dah lama x hujan,m
Taman tun Perak got flooding or not?,e
buat ape muat naik video lama tu...,m
knp tak alihkan kereta Tu?,m
saya rasa Rawang Perdana tu,m
tak pasti...,m
cri komen xmnjwab lokasi rawangnya??,m
ni selangor Rawang ke,m
Sebelah air terjun area tesco ke,c
Aik banjir saya dok rawang ni,m
Aku dok Rawang elok Jee.. xde Pulak banjir??,m
semoga bajir kekal amin,m
p claim KERAJAAAN 61K sbb Banjir,m
Rawang mana yg banjir ini,m
dah mula balik ke banjir besar??????,m
"allahuakbar..
banjir lagi..",m
lebat sungguh hujan semalam,m
Penang panas gila gila,m
Banyak ikan siakap keli dalam air teh tu ??,m
kesiannya yg terperangkap dalam keta tu ...entah nk mkn...entah nk membuang??????,m
ni bukan KESAS ke lps awan besar???,m
Sian kl.. x ada tempat dh nk lari.. bila. banjir,m
"?? arininle uall? sorila xtgok brita??
apapun semoga dipermudahkan smua",m
"Allow everyone to work fr home,lesser cars on the roads",e
Kesas bang semalam,m
tanda peringatan dan teguran drpd Allah swt,m
maaf ye kawan2 jika ada syas terlepas pdg. Terima ksih sudi singgah ??????????,m
Semoga baik baik saja sis????,m
semoga semuanye baik2 aje..alhamdulillah setakat ni tmpt aku ok lg...sabar ye..Allah uji Allah syg??,m
AllahuAkhbar terharunya ?? Semoga dipermudahkan segala urusan aamiin ????????,m
Allahu?? sebaik baik perancangan Allah??,m
allahu?? moga baik² saja pada mangsa terlibat,m
singgah ??,m
adoiiiiiii ksian ????????,m
Terima kasih buat semua sahabat yg ats doa yg di tititpkan . semoga semua doa yg di berikan berbalik kepada sahabat2 jua????,m
semoga tabah.. dan digantikan dengan lebih baik aamiin ??,m
Singgah sore ??????,m
?oga d?per??da??an ?r??an ??????,m
"??????????????????
?? ?? ?? ??
?? ?? ?? ?? ?? ?? ??
???????????
??????? moga sihat2 sllu, dipermudahkan semuanya??????????
??????????????
??",m
Rumah kawan saya pun kena.. Esok pagi nak g jenguk.. Tolong apa yang patut,m
air naik cpt..suami kakak smpt Selamat kan kereta&motor park kat flat..brg dlm rumah x sempat Selamat kn..,m
klau x busy nanti update lagi ye..???? risau la tgk..semoga dipermudahkan smua & smua selamat????,m
???? ????? ????? ??????? ??????????. Harap semua selamat.. ??,m
"abg panjat bumbung ke.. Allahu Akhbar, moga ada bantuan sampai..",m
Nasib baik ank blk skolah td lepas balik...risaunye..,m
banyak tempat ke kena bang??,m
ni lah akibat banyak sgt pembinaan ..tp pihak berkuasa xbuat saluran yg cantikk,m
Bukit belacan belah mana? Bukan ke sana tanah tinggi? Moga semuanya selamat... ????,m
innalillahi...semoga diberi keselamatan semua dan kesabaran...maaf kalau boleh tnya bukit belacan ampang kota mana ?,m
Astagfurillah....mcmna boleh? Allahuakbar...ya Rabb permudahkanlah urusan mereka. innalillah...??????,m
allahu bunyi suara kucing????,m
ya allah lindungi lh mereka dr bnjir ni,m
"pengalaman..bila air mula dah naik,.capai dokumen/barang yang paling penting dan alihkan kenderaan.",m
????????..mudahkanlah urusan mereka semuaaa??????,m
kmpg sbelah ni...,m
ishh. ni air deras.,m
lahh ade yg share kata kejadian ni kat cameron highlands.. rupanya kat Ampang.. ya Allah skrg cmne keadaan bang.. semoga xde korban jiwa,c
semoga Allah mmberi kemudahan buat smuanya??????,m
ya Allah kesiannya..???? semoga di permudahkan segala urusan,m
Ya Allah tinggi nye air naik bang moga semua nya selamat Aamiin,m
Allahuakbar deras nya air??,m
ku dengar suara kucing??????semoga semua baik2 saja??,m
ada update bang,c
saya harap tiada nyawa yg melayang ..bertabah ya kalian,m
kwsn kg mlyu pun banjir,m
teruknya banjir kali ni...minta kerajaan negeri ambil tindakan segera....,m
saya risau budak2 macam mana tu.. ?? lagi2 baby,c
Smoga kita semua dibawah lindunagan allah aamin,m
allahu..semoga segalanya baik2 shj??????,m
sedih sgt... penangan banjir ni jg LA..semua kawasan sp air xdak.. bertabahlah...semoga mangsa banjir sllu sabar??,m
Sampai ke Penang katanya ??,m
tu la...semua tmpat Smpai Rini dok lg,m
Allahu?? semoga Allah permudahkan segala urusan buat kita semua amin,m
Kesian semoga d permudahkan urusan mrk ??,m
semoga semua slmt dan dipermudah urusan..aammin??,m
Moga dipermudah segala urusan..sedih sgt tgk keadaan??,m
ya Allah semoga dlm lindungan Allah????,m
ciann knn...mga dprmdhkn...,m
"Allah,dok sana ka tuan",m
Allah aje yg tau perasaan mereka??????,m
oh.. take care ya??,c
semoga Kita semua d bawah lindungan Nya.. Aamiinn,m
Allahu.. sedih kaaan.. ??????,m
"Ya wafa, berat ujian depa ??",m
Betoi.. kerana kekhilafan pihak lain.. ??????,m
moga dijauhkan dari yg tidak diiingini??????,m
Ya Allah... Moga kita di bawah lindunganNya.. Aamiin ??,m
Kuning je komen semua profile ni.. kaum kerabat ker?? Ape pn semoga d permudah sgla urusan mereka..,c
Teruk juga nya z??,m
May allah protect them.,e
mmg lebat sgt hujan tadi,m
Klau rakyat nk minta 10k One off.kata pakmail...( Tiada keperluan ) buka mata dan lihatlah..bencana alam ni.kerajaan boleh bantu ke..memang taaakkkkla,c
Sudah byk kali banjir seluruh negara. Knp malaysia masih tidak mpunyai penyelesaian konkrit. Tolong letak alat amaran bila air pd paras jaga2/bahaya,m
kerajaan yg tidak ada keberkatan semuanya bala menimpa Pm sila letak jawatan,m
"solat jumaat kena sekat sbb takde booster..
nak pilihanraya tak perlu booster..disko, kelab malam, mall pon sama..
ko expect Tuhan suka?",c
Aku syg allah pecayalh allah itu ujud,m
MasyaAllah ....Selamatkan sahabat2 sy ......,m
takziah pd semua yg terlibat.... semoga Allah ganti dgn rezeki lain yg lbh baik.,m
"pergi cari cikgu bm aku, minta essay aku tentang peranan kerajaan bagi mengelakkan banjir kilat daripada berlaku,.pastu bagi menteri",m
THE GOD'S POWER...apabila Tuhan menjelaskan kekuasaanNya....supaya manusia berfikir siapakah yang menjadikan alam semesta ini...wahai manusia..?,c
xkan buat pnya kerajaan skrg mkn tdor ja.klau npk kluar tu nk p rebut kerusi pangkat sja.mslh negara mna npk buat.smua terbekalai gitu sja.,m
"Pacak Bangunan Selangit,, Longkang, Parit, Saliran Bawah Tanah tak terbela.. Di mana mana RANCANG Rancak.. UMNO DOK GILA MENGUNDI... Biarkan KL BAH..",m
Allahuakbar....tgk la para menteri...apa dah jadi ...masjid nk masuk susah.. Allah SWT bg ingat.....lg 1...nampak tak kwsp berguna tak time gini..,c
"Bila banjir, salah hujan. Sistem perparitan buat cincai. Projek bagi kroni.",m
kluster banjir melanda KL semoga sehat selalu,m
tak pa nnt yb azeez bantu.......,m
"sama kes di Klantan dulu?kejahatan N kerakusan oleh tngan2 ghaib oleh kerajaan negeri,rakyat yg menjadi mngsa nye",m
Jgn di salahkan taburan hujan yg banyak ( anugerah allah ) tapi kerakusan manusia tarah tiang seri alam ( gunung & bukit ) utk wang,m
Sebelum ini mng tk pernah banjir deras air yg dtg dari atas bukit bila hujan turun....sejak akhir2 ini sering berlaku bila hujan turun...,m
pertama kali sy dengar banjir di Baling...kami di KL dh biasa dgn bah,m
Rakyat baling susah tapi boboi senang...,m
adakah bn akan tumbang seperti bendera tu??,m
